0,5869566
0,5483111
0,5717128
1,0887216
0,5877368
0,5539314
0,5350866
0,5801671
0,5346042
0,5412655
0,5977857
0,5546667
0,5406781
0,5827554
0,7116201
0,5330038
0,8082072
0,6406451
0,5861933
0,6570471
0,5713159
0,5498854
0,5433478
0,6620892
0,5389055
0,8592054
0,5389416
0,7252162
0,658275
0,5522383
0,5790341
0,6061622
0,5303343
0,6504498
0,7276945
0,6118773
0,7578698
0,5637411
0,6523949
0,7436255
0,5404541
0,6570355
0,6336695
0,6366433
0,568921
0,7677825
0,5497274
0,7653846
0,5403229
0,5701361
0,5454098
0,7294707
0,5878931
0,6864044
0,847454
0,5970932
0,6394906
0,5564351
0,6836258
0,6628646
0,5379421
0,5530966
0,6478077
0,5414244
0,5940792
0,6778829
0,5559071
0,7694938
0,6566749
0,6270934
0,6873148
0,5464411
0,5707491
0,618024
0,5890487
0,6284329
0,5521459
0,5852952
0,6568643
0,5629594
0,9146299
0,5500601
0,7370244
0,5907068
0,5866951
0,5737238
0,5888432
0,577966
0,5399333
0,5674511
0,6653768
0,5413057
0,5378058
0,5879477
0,6029679
0,7362479
0,6799973
0,8529922
0,548208
0,6065143
