1,7142831
1,7636217
1,5449292
2,0330618
2,3572923
4,0478693
1,7754998
1,5902153
1,8112276
1,7145338
1,1908626
1,3639517
1,6738143
1,0255514
1,5822113
1,4264961
1,6410907
1,5118946
1,3167075
1,5702318
1,5790832
1,2640233
1,2232119
1,2459828
1,0274076
1,0369741
1,2838930
1,5732610
1,8415760
1,5004331
1,8300451
1,5571696
1,8089576
1,5038824
1,4873007
1,4453803
1,5122291
1,6431132
1,4101914
1,4413271
1,7813032
1,8365143
1,1290604
1,0911383
1,5716989
1,1406398
1,3769636
1,1447969
1,3336792
1,5601853
1,5476575
1,0738828
1,7420818
1,3855931
1,4446835
1,9522798
1,6769887
1,4450339
1,7914814
1,6282607
1,8006093
1,8240235
1,3175279
1,7788524
1,0764772
1,0027277
1,8874191
1,7601312
1,7113658
1,2092114
1,5074939
1,2172946
1,1898147
1,2219736
1,5861072
1,3210373
1,8085440
1,4609804
1,3588962
1,8709936
1,7228096
1,4773346
1,9778885
1,6013244
1,5122004
1,4124154
1,8890213
1,6610239
1,9548806
1,3900060
1,0257241
1,2783067
1,3124327
1,3237975
1,6346450
1,0420490
1,0168822
1,3976142
1,4246963
1,0558934
