13,1768157
12,9028988
13,85059
14,2127504
14,1906778
12,9682567
13,2658284
12,6443335
13,1058205
12,5795389
12,2817139
13,4828757
12,2772113
12,7889729
13,5347612
12,8212194
12,3377583
12,7111402
14,3219777
14,6927012
14,4895629
14,4549997
12,3445626
12,4325562
12,9756826
14,7076729
12,0698105
14,7554009
12,8921839
13,9184665
12,5328000
12,4128778
12,6870103
14,5569470
13,1963145
14,5628599
12,4308732
14,2596247
14,0606549
12,6825033
14,6155665
13,0916333
13,7037044
13,7002222
13,1350081
12,6229788
14,9637208
13,5458064
13,9078904
14,6368958
12,7195102
14,6471744
12,8511401
14,0496154
12,9977412
12,4586842
13,9167036
13,1689246
14,4746134
14,4859228
12,5545943
12,1894832
14,6868269
14,1235164
12,2675458
14,0900099
13,6695923
13,7697272
14,0734788
14,4667943
14,5774827
12,7008194
13,9302808
14,9897093
13,3554763
14,5565101
13,5009305
13,2281961
14,0906612
12,9035136
13,6323692
12,0811480
12,2438753
12,4424448
12,1050627
13,6705994
14,4931661
12,1881970
14,3691546
13,6762144
12,1651350
14,7116065
13,5485240
12,8110846
13,2044286
12,5044499
14,8266343
13,9179092
13,5590886
13,0820775
