4,2726506
3,1685089
4,6226977
3,0535934
4,0181379
3,207124
3,4310768
3,0459152
2,2392762
3,4041057
2,5457256
4,2015405
4,1256701
2,6842847
4,6274513
3,2151098
2,5688695
4,2891302
4,2135112
2,6708393
3,9466619
3,2116516
3,1409481
2,9536783
4,4668460
4,1156338
3,5352562
4,2848030
3,2310114
3,6306185
4,3276845
2,7945786
3,0012997
3,3468065
4,4318750
2,6481037
4,3504484
2,4581561
2,9753646
3,9765130
4,5251687
3,5274754
4,3130942
4,3800245
2,2355324
3,7732354
3,6568507
2,3857051
4,0908068
2,3223958
3,0737785
4,1552266
3,9532571
3,2287305
3,8768110
2,7330735
2,5904754
3,9547284
4,4858506
4,5946965
2,9862318
4,4130099
3,7590008
4,2294532
2,6468940
2,4680449
2,5221981
4,2095548
2,8160663
3,4367950
2,7977799
4,1584580
2,3990957
3,9694511
3,3352800
2,7704650
2,3634143
3,4449172
3,8320681
3,7479465
2,4960594
2,9537484
3,3084163
3,7676834
2,5290197
3,3258190
3,3187947
3,0737711
4,4005107
4,5250715
4,4337728
4,5327649
2,7777667
3,6528028
2,8903559
2,7619345
2,8188991
2,3128085
4,2175619
4,3007899
