1,3323458
1,5308423
1,3212307
1,3562476
1,4402246
1,4962731
1,3522212
1,4920786
1,5498075
1,4811394
1,3388673
1,477844
1,4005156
1,4402731
1,3374624
1,6538286
1,3986406
1,3375777
1,5562221
1,5041544
1,4728955
1,5240188
1,3526668
1,3466935
1,36117
1,5345339
1,3705086
1,3101111
1,5544316
1,44658
1,3082875
1,3804013
1,3928242
1,344194
1,3023337
1,5850472
1,3397998
1,3568775
1,6806498
1,3550565
1,3114925
1,510646
1,3996603
1,3384719
1,463319
1,4801292
1,4076297
1,422282
1,5866846
1,5142062
1,3471699
1,4462619
1,4177109
1,337781
1,3677724
1,5810424
1,3352936
1,3126235
1,5035287
1,3528068
1,3293848
1,4706269
1,3973436
1,3694029
1,3843772
1,5055744
1,4460997
1,4485064
1,5590237
1,3983209
1,3064398
1,4381358
1,3067117
1,4547153
1,4549136
1,3436073
1,4368176
1,5269701
1,4290188
1,3518864
1,3061232
1,4372431
1,3763644
1,2927531
1,4616168
1,3752129
1,4073184
1,4193754
1,5718076
1,3803091
1,4600649
1,381987
1,3565514
1,2857402
1,5071991
1,4813402
1,4629303
1,282977
1,4772909
1,4700095
