5,5268035
6,0562695
6,1673364
5,7372166
5,9509369
5,9577054
5,8972849
5,9112809
5,9060619
5,3559529
6,0500313
5,88541
5,5442407
5,5254642
6,059453
5,9040661
5,7869223
5,5198893
6,5434618
5,6127411
6,0106034
5,5529928
6,0409888
5,9126782
5,3055605
5,5851744
9,7365591
7,0651218
12,051766
8,746295
15,1287666
8,8576221
5,956461
7,6777662
6,6338082
6,4717393
5,9209981
10,003084
7,1172145
6,3645502
6,8663368
6,7990763
6,7286096
6,5911991
6,3211634
7,0395682
9,9846891
6,8264961
9,6917995
7,4381287
6,0473656
6,5755976
6,6413398
6,5259053
6,3696967
6,4515814
6,6077386
6,3088311
6,7579356
6,421251
6,3286179
6,7115094
9,60975
7,4530304
6,2575053
6,2322175
6,4234478
6,270655
6,2478422
6,4616679
6,246082
6,640447
6,2666547
6,2602632
6,0928691
6,0246055
6,47896
5,955695
6,2596353
6,1145246
6,6689282
6,7051491
6,8364422
6,1823517
6,1473177
6,8607245
6,5200089
6,4724789
6,3742486
6,8598025
6,3768545
6,3955526
6,4753709
6,3924434
6,3433933
6,1065765
6,45648
6,4931533
6,289749
6,0540999
