2,3479137
0,8632711
1,0076634
0,9526858
0,9717355
0,9903862
1,0104782
0,8985168
0,8922243
1,116942
0,9351575
0,9146464
0,9679289
0,992254
0,8932402
0,9676082
0,8951999
0,9714368
0,9373564
0,8534301
0,925995
0,9273003
0,8968843
0,9467274
0,8853685
1,0046409
1,0107625
0,9250312
0,9936862
0,9171613
0,9745723
0,9125672
0,8933576
0,8793962
0,996988
0,8577056
0,9463042
0,9024017
0,8710103
1,0232813
0,9459238
1,0136838
0,8683309
0,9946571
0,8784862
0,9716579
0,8652271
0,9817358
0,8691895
0,9889009
0,9779445
1,0153413
1,0382436
0,9563785
0,9451616
0,9771653
0,8637289
0,9926435
0,9740215
1,058522
0,9228869
0,8899489
0,8618252
0,9147678
0,8605261
0,8625716
0,9319125
0,9481361
0,8867878
0,9187426
0,9215458
0,9914883
0,8972861
0,960715
0,8969395
1,1247416
0,9012612
0,9944369
0,8985799
0,9377807
0,9045762
0,9883766
0,8989965
0,974762
0,9055514
0,9694702
0,8933458
0,9857106
0,9196356
0,9804505
1,0001109
1,0043344
1,0324893
0,8605331
1,0108248
1,0219469
1,0381613
0,8743083
0,9894352
0,8859
