148,1191914
86,2268709
87,0798315
91,9055855
84,1956367
81,8665245
81,0437489
78,8661791
77,8261303
79,1243844
80,4385011
80,007897
79,3803367
79,5122396
78,8571873
78,9038748
79,959663
81,1373711
83,7270471
78,9790776
79,8243609
86,9838626
80,1785848
79,7139325
79,2861129
79,724405
79,2273024
79,1922078
79,1517791
79,7555431
79,1287888
80,1406362
80,373182
79,0053872
78,5612068
80,50106
79,6755005
78,0839411
78,6524325
78,1044672
78,1606518
79,4727703
78,9623561
77,1154504
78,2786024
79,0579295
78,920093
79,1581409
79,5592878
79,7840203
79,163634
78,9012121
79,7909069
79,3773525
79,8922764
80,4042942
79,0100738
78,5137965
77,7925747
77,0081274
77,7324892
76,8369485
76,5816247
77,8789244
77,3424807
77,6186543
77,3592229
77,7480524
79,4260236
77,4044039
77,7706874
78,1165724
78,4634173
77,4295221
77,1886008
77,1254799
77,9522147
78,3945857
77,1825043
78,1471849
78,1415219
78,3999509
77,6789285
78,2645919
78,0320195
78,3587065
78,2772985
77,9471464
77,2152115
77,6217492
78,3343224
78,4917095
78,5534079
77,9193884
78,1444081
77,6442334
78,3206762
78,7867973
76,9880006
77,8416834
