10,7527305
10,1736264
10,0639211
10,1534999
10,3672132
9,792755
9,8845694
9,9372922
9,9968615
9,7605036
10,0627548
9,8317324
9,9006712
9,9467336
10,0220917
9,8576933
9,9119935
10,1215537
10,1376092
10,1285181
9,8789071
9,7429159
9,8758352
9,8598323
10,2805756
9,784441
9,8111855
10,0801335
9,9801775
9,8734012
10,0656706
9,8647306
9,9622553
10,0587902
9,753134
10,0126636
9,9051992
10,0073089
9,9625335
9,8750213
9,9989705
9,9855368
9,7843767
9,9326227
9,9673766
9,8717108
10,0226589
10,0247883
10,2977699
10,1814259
10,015925
10,0110139
10,1779397
10,2913442
10,0734314
10,2558618
10,084487
9,8263381
9,9461252
9,9797739
9,9213972
9,9065926
10,0609031
10,0750665
9,9588421
10,03834
9,989964
9,9347332
10,2780646
9,932517
10,034305
10,0223655
9,8853932
10,0734447
10,0923237
10,352241
10,398918
10,1116958
10,1427475
9,9948692
10,2860718
10,133911
10,2646534
10,0855341
10,0747457
10,2555117
10,0811596
10,0175688
10,0710673
9,8316738
10,0392484
10,2288506
9,9910608
10,1043264
9,9492427
9,8715072
10,0504535
9,9973908
10,0306507
9,9509236
