2,3802106
1,9316743
2,0006142
1,9754575
2,0309205
2,0993439
2,0262878
2,1893379
1,8708874
1,9880894
2,8131005
1,4463039
1,7202434
1,3725524
2,4452018
1,6775886
1,2701988
1,9767338
2,9828412
1,7325556
2,9016859
2,7163823
2,2873098
2,6104185
1,2807694
2,5519933
1,3935181
2,9288368
1,0626624
2,734636
1,6517938
1,9800457
1,568198
2,6220993
2,3736922
2,1990312
1,2712476
2,6449649
1,5914561
1,3305188
1,3301113
2,6553148
1,7188482
2,6515419
2,1396854
1,6555072
2,4858379
1,0265765
2,6965926
2,5361848
1,229498
1,4452437
2,4475242
1,2878802
2,4731121
1,453809
1,4028585
2,1421248
2,2580711
2,6470613
2,2470522
2,4596543
1,2866863
2,0579412
2,771974
2,8170088
1,8737496
2,7940134
2,3624058
2,2194376
2,2310383
1,3980642
1,326251
2,4609274
2,2737101
2,4832534
1,7296498
2,5246291
1,2465165
1,8585477
2,837877
1,8133547
1,848491
2,2171909
2,1890829
2,7009063
2,9235228
2,6488515
2,9665085
2,6974675
2,2915228
1,7245765
2,2949915
1,2479914
2,3921438
2,9904504
1,426984
2,3638386
2,860367
2,5631705
