101,1070772
100,9388875
101,0653057
101,1362012
100,6141891
100,3218868
100,3793583
99,5793455
99,5109549
99,7072519
100,5340068
99,5795408
100,0551439
100,3294205
99,8977684
101,6745082
101,359994
100,507136
100,6468615
101,4684701
100,0289248
99,428157
101,5824172
100,9796794
100,4669282
100,535658
99,1058341
99,1314543
99,8680761
101,0169648
100,1249369
100,6252999
101,9334677
99,8442498
99,0579199
100,2783362
101,5170476
101,1961556
99,570538
99,6494767
99,678647
99,2696231
99,193849
99,1412297
99,343627
99,9910349
99,6624392
101,9504596
99,8926677
101,828542
99,8054563
101,0792543
100,3352652
100,8937483
100,8628431
100,7191144
99,3970547
99,7383334
99,3915244
100,5998517
99,4624128
100,5278197
100,7592203
101,8597659
101,6929672
100,5910546
101,047866
101,4438745
101,6847004
101,1221516
101,320569
99,8124223
100,8624142
100,7724298
101,7098262
101,5747079
100,1267637
99,5337514
101,4050673
100,2880794
99,2188165
100,0139979
100,4606525
101,6190697
100,1872761
101,802005
100,4707736
99,9848995
99,7104143
100,1110212
101,4353194
99,8768062
100,8254703
101,8789832
101,8138829
100,7495397
101,8732996
99,7296023
99,2408027
101,2456037
