991,4653864
990,891055
989,2679823
990,6535918
989,4248428
989,0901112
992,5564309
990,113373
991,5962498
989,7099985
989,4564411
992,5400094
991,4071889
992,0833058
992,0539007
989,0742551
989,3691757
989,3745237
991,5808325
991,2174125
990,0153645
990,9609131
990,113849
989,9242857
992,66445
992,4297496
990,6015284
990,6538183
991,638892
991,324351
990,6395023
991,3835011
992,1236362
992,073726
991,9694062
990,9647955
990,4912783
992,6974268
990,9078489
992,0820464
990,736241
989,9576777
990,5889879
990,7152049
990,5695261
989,6958738
992,583249
992,9753806
990,0020022
990,4211641
989,5423591
990,7634547
991,8356541
990,4192042
989,4406553
992,4999405
992,7907501
989,1779696
990,5128673
990,696317
991,2755984
992,7609105
990,9048972
992,7339287
991,0485807
989,4512811
992,3923186
991,4492843
990,2830682
990,6193463
989,9972261
990,3308155
990,0072349
990,813926
992,6987699
992,3607685
989,4102095
989,6956121
992,4166923
991,40974
989,8945335
992,6330274
991,9520302
992,8685566
992,846086
990,5681174
990,9097433
989,5846286
990,9537939
990,0622396
989,6528773
992,3259005
991,4846117
991,6484734
990,9781424
991,4337261
992,7773627
992,5150492
990,9290404
990,6577369
