1,5107149
2,1866443
2,4205698
2,6689505
2,3717228
1,5174526
1,7138288
2,5391634
2,5638378
2,2825788
2,0697086
2,9980948
1,5550538
2,0743763
2,8134675
1,1669742
2,396446
1,9734172
1,8119339
1,1755209
2,8755311
1,6122261
1,8185666
1,3501167
2,4332371
1,0959667
1,284258
2,1965257
1,8323948
2,10217
2,9489984
1,2466052
2,5480398
2,4286889
1,4354719
2,0865866
2,7286366
2,9152842
1,3008841
2,1447876
2,2344478
2,7108849
1,149939
2,6593838
1,5258261
2,8038104
2,3415053
2,6206491
1,3039851
1,8598031
1,7291219
1,052699
2,36414
1,5747137
2,5473816
2,6345855
1,3696988
1,4832439
2,9931308
2,8912181
1,3802828
1,9658455
1,8028024
2,6512983
2,2922141
2,1292052
2,1282549
2,7497344
1,572258
2,1267465
2,1373665
1,7535115
2,0481282
2,4203132
1,361684
2,3359444
1,4324382
2,1064632
2,2444068
2,5050001
2,1338688
2,1315105
1,5393252
2,9860759
2,072393
2,5515486
1,3617096
1,9120887
2,868514
2,5638415
1,9320701
1,8250507
1,4560244
2,1518068
2,5596273
2,8740203
2,9680463
1,9094112
1,9104989
1,4620482
